STATUS,STATUS_zh,cEXT,cNEU,cAGR,cCON,cOPN
hungry and got no food but it is cold out so I don't want to go out to get it! Instead I plan to put Safety Dance on repeat. yes yes i will be fed by the power of dance in a strange medieval town,餓了，沒有食物，但它很冷，所以我不想出去拿到它！相反，我計劃重複安全舞蹈。是的，我將被一個奇怪的中世紀小鎮跳舞的力量餵養,0,1,1,0,1
"realized today he had no idea what was in eggnog, and looked it up, secretly expecting to find that it was made from something horrible. It is actually made of far more wonderful ingredients than I ever could have imagined!",今天實現了他不知道在蛋酒中是什麼，偷偷地看著它，期望發現它是由可怕的東西製成的。它實際上是比我所想像的更美妙的成分所做的！,0,1,1,0,1
"was a huge baby when he had his wisdom teeth out a few years ago. Just splayed out on the couch whining constantly. His sister, however, had them out today and treated it like it was nothing!",幾年前他在智齒外牙齒時是個巨大的寶貝。剛剛在沙發上不斷扮演。然而，他的妹妹今天讓他們出去，並像它一樣對待它！,0,1,1,0,1
"Airplane time soon, it's a vehicle that flies, but that's not important right now. Hahahahahah...hahah...",飛機時間很快，它是一輛飛行的車輛，但現在這並不重要。哈哈哈哈......哈哈......,0,1,1,0,1
Reading Rainbow was cancelled? Noooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,閱讀彩虹被取消了？ nooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,0,1,1,0,1
Time to get my final wisdom tooth out :(,是時候得到最後的智齒牙齒:(,0,1,1,0,1
Why is there rain everywhere???,為什麼雨到處都是雨？,0,1,1,0,1
passed all three of his entrance exams for theory and history yessss,通過他的三個入學考試，了解理論和歷史耶斯人,0,1,1,0,1
Visiting LA on Tuesday!,週二訪問洛杉磯！,0,1,1,0,1
"After the competition, went to the zoo. THE ZOO. Talked to THE ANIMALS. ""Oh my God, look at you! You are tiny! HAHA you are a FROG! Oh wow high five frog.""",比賽結束後，去了動物園。動物園。與動物交談。 “哦，哦，我的上帝，看著你！你很小！哈哈，你是一隻青蛙！哦，哇五隻青蛙。”,0,1,1,0,1
was PERFECTLY noctural today. My sleep schedule is the worst it has ever been ever! Ugggggggggg...,今天完全是完全的。我的睡眠時間表是它永遠的最糟糕的狀態！ uggggggggggg ...,0,1,1,0,1
Hooo...this semester...am I right guys? Wild!,HOOO ......這個學期......我是對的嗎？荒野！,0,1,1,0,1
"Wow, *PROPNAME*...I've never heard anything quite like that in person! My search for similar sounds has led me to *PROPNAME*, so very productive post-concert internet session. SO COOL",哇，* propname * ......我從來沒有聽過那些親自的任何東西！我尋找類似的聲音，讓我成為* Propname *，因此非常富有成效的音樂會互聯網會話。非常酷,0,1,1,0,1
I just dreamed the mob kidnapped me and was forcing me to host a toothpaste infomercial. The draw for the toothpaste is that it was used by athletes in the Olympics. I kept getting all the names and locations wrong because nobody told me what they were. A burly guy in a suit was getting pretty upset cause we were stopping so much. He was on the roof for some reason. The set looked suspiciously like my backyard. Huh.,我剛夢見暴徒綁架了我，並強迫我舉辦牙膏信息。牙膏的繪製是它被運動員在奧運會中使用。我讓所有的名字和位置都錯了，因為沒有人告訴我他們是什麼。西裝的一個魁梧的傢伙變得非常沮喪，因為我們正在停下來。他有理由在屋頂上。該套裝看起來像我的後院一樣。呵呵。,0,1,1,0,1
cooked with shiitake mushrooms for the first time today. they're so smelly!,今天第一次用香菇煮熟。他們臭了！,0,1,1,0,1
oh my god House! =D,哦，我的神殿！ = D.,0,1,1,0,1
Where The Wild Things Are looks soooo good!,野外的東西看起來很好！,0,1,1,0,1
"Terrorist-underprivilegeds bombed three hoverports, and I should be scared or angry, the newsfeed says. But the sky is so empty and quiet and beautiful.",NEWSFED說，恐怖主義弱勢群體轟炸了三個HOVERPORTS，我應該害怕或生氣。但天空是如此空虛，安靜而美麗。,0,1,1,0,1
"went to class, realized i never printed out my essay, made a mad dash back to print it out, and continued said mad dash back to the armory. eesh.",去上課，意識到我從未印刷過我的文章，讓瘋狂的短劃回來打印出來，並繼續說瘋狂的衝刺回到軍械庫中。 Eesh。,0,1,1,0,1
dyed her hair =],染打她的頭髮=],0,1,1,0,1
recieved The Electric Kool-Aid Acid Test in the mail today =D,今天在郵件中收到電動kool-aid酸測試= d,0,1,1,0,1
is going to go play Boston on the piano =],將在鋼琴=]上玩波士頓=],0,1,1,0,1
hasn't had power for the past 2 hours..man im so bored.....,過去2個小時沒有動力..我很無聊.....,0,1,1,0,1
"poor farrah, poor michael =[",糟糕的farrah，窮人邁克爾= [,0,1,1,0,1
is wearing and listening to less than jake =] =],佩戴並傾听少於傑克=] =],0,1,1,0,1
IS going to warped tomorrow! =D =D (close one!) gah! so happy =],明天要扭曲！ = D = D（關閉一個！）GAH！好快樂=],0,1,1,0,1
loves snl. and is going to marry bill hader =],喜歡SNL。並將要嫁給貝德爾=],0,1,1,0,1
got out of the house tonight finally =] had a grand time. this had better start happening more often.,今晚終於離開了房子=]有一個盛大的時光。這更好地開始發生。,0,1,1,0,1
needs something witty to put as her status.,需要一些詼諧的東西作為她的地位。,0,1,1,0,1
woke up this morning with both of her arms asleep. unpleasant.,今天早上醒來時，她的雙臂睡著了。不愉快。,0,1,1,0,1
"""So judge me by my actions. Maybe some will be scared enough to wake from their walking dream state""",“所以通過我的行動來判斷我。也許有些人會害怕從他們走路夢露喚醒”,0,1,1,0,1
all the statues in town came to life. but they'd been watching long enough to know not to move.,鎮上的所有雕像都來到了生活。但他們一直在看足夠長，以知道不搬家。,0,1,1,0,1
could listen to L.A.X. by Big D and the Kids Table about a hundred times in a row hahaa,可以聽l.a.x.大D和孩子們在哈哈那里大約一百次,0,1,1,0,1
movies =],電影=],0,1,1,0,1
the glass passenger =],玻璃乘客=],0,1,1,0,1
--it's postsecret sunday everyone!,- 我的Postsecret星期天大家！,0,1,1,0,1
"has contacts finally, its been a long time coming. its quite nice to see",最後有聯繫，它已經很長一段時間了。很高興看到,0,1,1,0,1
"to do: raise lambs in the Alps and, in turn, become a german shepherd.",要做：養殖阿爾卑斯山，又成為德國牧羊犬。,0,1,1,0,1
17 soups in a hot plate,17湯在熱板中,0,1,1,0,1
found long lost Third Eye Blind cd!,發現長期失去的第三隻眼盲CD！,0,1,1,0,1
likes pina coladas and getting caught in the rain,喜歡Pina Coladas並陷入雨中,0,1,1,0,1
Perseids tonight!...though accompanied with a bright moon. =\ Still excited! =],Perseids今晚！......雖然伴隨著一個明亮的月亮。 = \仍然興奮！ =],0,1,1,0,1
"quad day, got some fantastic posters, donated blood...productive day.",四季，有一些夢幻般的海報，捐贈了血...生產的一天。,0,1,1,0,1
is very anxious for House to start again in september,在9月份再次開始房子非常焦慮,0,1,1,0,1
"moved in yesterday, got victoria moved in today, and now we're just..hangin out. in our room sweet room. outdoor concert and comedy tonight? yay!",昨天搬進了，今天在維多利亞搬進了，現在我們只是......在我們的房間甜蜜的房間。戶外音樂會和喜劇今晚嗎？耶！,0,1,1,0,1
is back from the late nighter and didnt get hypnotized =[ and very hungry...,從遲到的時間裡回來，沒有得到催眠= [和很餓......,0,1,1,0,1
my ID card has been found! =D,我的身份證已被發現！ = D.,0,1,1,0,1
moves out the day after tomorrow,明天后的第二天搬出去,0,1,1,0,1
shot the moon!,拍月亮！,0,1,1,0,1
s last day of work is tomorrow... and it's gonna be a long one =[,最後一天的工作是明天......它會很長的一個= [,0,1,1,0,1
hey everyone! What A Wicked Gang Are We Below by Streetlight Manifesto!,嘿大家！街燈宣言以下是什麼邪惡的團伙！,0,1,1,0,1
got caught in the rain =\,陷入雨中= \,0,1,1,0,1
wants to take a rorschach test...,想拿一個rorschach測試......,0,1,1,0,1
cuz lately im not dreamin so whats the point in sleepin? its just that at night i've got nowhere to hide.  --love me some jack's mannequin =],因為我不是夢想所以睡覺的點？這只是在晚上，我無處可去隱藏。 - 愛我一些傑克的人體模特=],0,1,1,0,1
lost her bromley id again... probably won't be so lucky to get it back this time.  Darn these shallow pockets!,再次失去了她的Bromley身份證......可能不會那麼幸運能夠這次回來。這淺口袋！,0,1,1,0,1
bought some mod podge. is going to collage some things. rather excited.,買了一些mod podge。要拼貼一些東西。很興奮。,0,1,1,0,1
"""when you look annoyed all the time, people think you're busy.""",“當你看起來一直惱火時，人們認為你很忙。”,0,1,1,0,1
is going to the football game at shiloh tomorrow =] haha yay,明天是Shiloh的足球比賽=]哈哈Yay,0,1,1,0,1
misses writing as much as i used to. needs a journal.,錯過了習慣的寫作。需要一個日記。,0,1,1,0,1
totally saw a guy with a neck brace looks both ways before crossing the street today. hahaa made my day for a bit,完全看到一個帶有頸部支架的傢伙在今天穿過街道之前看起來都是兩種方式。哈哈，讓我的一天有點了,0,1,1,0,1
"""My son got into DeVry."" ""What'd he have to do, open the door?""",“我的兒子進入了豁免。” “他要做什麼，打開門？”,0,1,1,0,1
its rainy and sun shiny and warm and beautiful =] but...its stopping.. sigh.,它的雨雨和太陽燦爛，溫暖而美麗=]但是......它停止..嘆息。,0,1,1,0,1
has nothing (of interest) to do.,沒有什麼（興趣）。,0,1,1,0,1
there's nothing to writing. all you do is sit down at a typewriter and open a vein.,沒有什麼意義的。你所做的只是坐在打字機上，打開靜脈。,0,1,1,0,1
bah. this always happens. ah well. thinking about making blueberry muffins.,呸。這總是發生。呃，好吧。考慮製作藍莓鬆餅。,0,1,1,0,1
What do you call someone who speaks more than one language? A polyglot. What do you call someone who speaks only one language? An American.,你稱之為講述多種語言的人是怎麼回事？一個多角形。你稱之為只講一種語言的人是什麼？一個美國人。,0,1,1,0,1
is out of cinnamon toast crunch =[,是肉桂吐司攻擊= [,0,1,1,0,1
needs a new camera =[,需要一個新的相機= [,0,1,1,0,1
pasta and criminal minds marathon and putting off reading,意大利面和犯罪思想馬拉松和讀書,0,1,1,0,1
warped tour was fantastic =],翹曲的旅遊很棒=],0,1,1,0,1
"bored, tired, work tomorrow and the next two days and then im done =] and then 6ish days from then i move in. delightful!",無聊，累，明天和接下來的兩天工作，然後我完成了=]然後從那時起，我搬進來。愉快！,0,1,1,0,1
....lost my bromley id. already. curse my absent mind.,....丟失了我的Bromley ID。已經。詛咒我缺勤。,0,1,1,0,1
robot chicken!,機器人雞！,0,1,1,0,1
And the world might end tonight!,和世界可能會結束！,0,1,1,0,1
you know whats cool? project runwayers making clothing out of newspaper.,你知道什麼是酷嗎？項目跑道脫離報紙。,0,1,1,0,1
"just can't get down to business...curse you, homework.",只是不能下到生意......詛咒你，家庭作業。,0,1,1,0,1
may as well try and catch the wind. dee dee dee dee dee....,也可以嘗試趕上風。 Dee dee dee dee dee ....,0,1,1,0,1
snl tonight =],snl tonight =],0,1,1,0,1
sick =\,生病= \,0,1,1,0,1
is tired and irritated. almost time for green tea and robot chicken! hope i get my stupid bromley id tomorrow.,累了和刺激。綠茶和機器人雞幾乎是時候！希望我明天得到我愚蠢的伯羅利身份證。,0,1,1,0,1
drew a blank...and put it in a frame.,畫一個空白......並把它放在框架裡。,0,1,1,0,1
"""Uh, didn't ask about your hair, *PROPNAME*.""   ""You asked with your eyes, *PROPNAME*. You asked with your eyes.""",“呃，沒有問你的頭髮，* provname *。” “你用你的眼睛問道，* Provname *。你用你的眼睛問道。”,0,1,1,0,1
jimmy fallon does one heck of a seinfeld impersonation,Jimmy Fallon做了一個掌握了Seinfeld模糊,0,1,1,0,1
"I love when people misinterpret brutally depressing songs. Like Born in the USA, or Happy Birthday.",當人們誤解殘酷令人沮喪的歌曲時，我喜歡。喜歡出生在美國，或生日快樂。,0,1,1,0,1
has played more Freecell today than any man should.,今天比任何男人都參加了更多的FreeCell。,0,1,1,0,1
*PROPNAME*'s on Leno =],* leno =]的propname * s,0,1,1,0,1
"2 more classes, a quiz to fail, a long-awaited nap, and maybe dinner if i feel like getting up.",2個課程，一個失敗的測驗，一長遍的午睡，也許是晚餐，如果我覺得起床。,0,1,1,0,1
feels absolutely great =D,感覺絕對很棒= D,0,1,1,0,1
back from the doctor with many many meds,從醫生回來有許多藥物,0,1,1,0,1
"is still practically deaf in my right ear after two weeks... getting old, i say. unpleasant.",兩週後仍然在我的右耳聾了......我說。不愉快。,0,1,1,0,1
"off off off with your head,,dance dance dance til youre dead",脫掉你的頭，舞蹈舞蹈跳舞，直到你死了,0,1,1,0,1
"still, i wouldn't mind punching something.",仍然，我不介意衝突。,0,1,1,0,1
"you and i, we're just too shy",你和我，我們太害羞了,0,1,1,0,1
"got her books today. rather excited for intro to poetry. read sylvia plath and edwin arlington robinson on the way home =] also, got glasses today. not too sure how i feel about them. didnt not wear them on the way home",今天得到了她的書。相當興奮地介紹詩歌。閱讀Sylvia Plath和Edwin Arlington Robinson在回家的路上=]也拿到了今天的眼鏡。不太確定我對他們的感受。沒有在回家的路上戴他們,0,1,1,0,1
"HOUSE! HOUSE EVERYONE, HOUSE!",屋！大家庫，房子！,0,1,1,0,1
zooey deschanel and death cab for cutie front man ben gibbard got married =D how cuuute,Zooey Deschanel和Death Cab為Cutie Front Man Ben Gibbard結婚= D如何粗糙,0,1,1,0,1
paper done with 20 minutes to spare. poptart time.,紙張用20分鐘完成。 poptart時間。,0,1,1,0,1
dakota fanning's getting beat up on robot chicken heh hehh..excellent.,達科他州的煽動機器人雞嘿嘿......十足。,0,1,1,0,1
can't get enough glass passenger,無法獲得足夠的玻璃乘客,0,1,1,0,1
"It's ""Fumbles"". It's always been ""Fumbles"".",這是“摸索”。它一直是“摸索”。,0,1,1,0,1
meh. forgotten test in the morning.,梅..早上被遺忘的測試。,0,1,1,0,1
is Nancy Drew.,是南希畫。,0,1,1,0,1
got two pairs of cartilage piercings today =],今天有兩對軟骨穿孔=],0,1,1,0,1
going to play some piano!,去玩一些鋼琴！,0,1,1,0,1
be excellent to each other!,彼此優秀！,0,1,1,0,1
10 hour workday? boo.,10小時工作日？噓。,0,1,1,0,1
"has consumed so many cough drops as of late, i'm making a wrapper bracelet with those too.",已經消耗瞭如此遲到的很多咳嗽滴，我也帶著那些包裝的手鐲。,0,1,1,0,1
"Ah, love at first sight. When you see someone so beautiful that you forget they aren't there just for you.",啊，一見鍾情。當你看到一個如此美麗的人，你忘了他們不適合你。,0,1,1,0,1
found Mad World sheet music =],發現瘋狂世界樂譜=],0,1,1,0,1
"some man sold his kidney for $20,000...sounds like a plan","有些男人以20,000美元的價格賣出了他的腎臟......聽起來像一個計劃",0,1,1,0,1
"laptop finally came, woop. its purple. its lovely.",筆記本電腦終於來了，woop。它的紫色。它可愛。,0,1,1,0,1
500 Days of Summer was very very good =D,500天的夏天非常好= D,0,1,1,0,1
Courage the Cowardly Dog is on!,膽小的狗正在勇敢！,0,1,1,0,1
"one more class, dr's appointment (hearing has improved!), missing House because of the midterm tonight =[",還有一個班級，DR的任命（聽證會改善了！），因為今晚中期而失踪的房子= [,0,1,1,0,1
watchin benny and joon =),Watchin Benny和Joon =）,0,1,1,0,1
9am class for tomorrow is cancelled. Huzzah!,上午9點課程被取消。 Huzzah！,0,1,1,0,1
sent a postcard to postsecret yesterday =],昨天派出一張明信片到Postsecret =],0,1,1,0,1
s ears are sore haha. worth it! Nothing on the tube.... will continue to study for tmrs psych midterm momentarily =\ meh.,S耳朵疼痛哈哈。值得！沒有什麼東西......將繼續為TMRS精神中期暫時學習= \ MEH。,0,1,1,0,1
wants to be able to put the wild things commercials on her ipod to watch allthetime =],希望能夠在她的iPod上將野生東西放在她的iPod上觀看Allthetime =],0,1,1,0,1
is watching robot chicken. It's aliive!,正在看機器人雞。這是不可思果的！,0,1,1,0,1
and by that i mean that everyone should listen to Viva Discordia by That Handsome Devil. now.,而且，我的意思是，每個人都應該通過那個英俊的魔鬼傾聽Viva Discordia。現在。,0,1,1,0,1
Criminal Minds!,犯罪心理！,0,1,1,0,1
feels she did poorly on her midterm; starts third psych class tmr; needs to create some ipod playlists; is preoccupied.,感覺她在中期時確實很差;啟動第三個心理課TMR;需要創建一些iPod播放列表;專注於。,0,1,1,0,1
gets to sleep in tomorrow! kinda disappointed that all my classes are canceled except one =\ wouldn't mind the whole day off.,明天睡覺！有點失望，除了一個= \之外，我的所有課程都被取消了。,0,1,1,0,1
"has a paper due tomorrow. will start in a bit, i think. would've helped to have read anything before this point. ah well!",有一個明天到期的文件。我想，將從一點開始。在這一點之前，會幫助閱讀任何內容。呃，好吧！,0,1,1,0,1
is downloading wilco and watching third rock from the sun!,正在下載威爾科，從太陽看第三岩石！,0,1,1,0,1
"I've always known I'd be a bank robber. So judge all you want, ladies and gentlemen. Because you never did become an astronaut.",我一直都知道我是一個銀行搶劫犯。所以判斷你想要的一切，女士們，先生們。因為你從來沒有成為宇航員。,0,1,1,0,1
crowd surfed at *PROPNAME* and *PROPNAME*! =D,人群衝浪在* propname *和* propname *！ = D.,0,1,1,0,1
We bet him five dollars that he would drown. A bittersweet victory.,我們敢打賭他會淹死五美元。苦樂參半的勝利。,0,1,1,0,1
"Overpopulation will only accelerate until we need walled cities to keep out the hungry, swarming, insane masses. And they will scrape and dig under the walls like bug eyed mole men. You say catastrophe. I say, fuck yes.",在我們需要圍牆的城市以避免飢餓，蜂擁而至的瘋狂群眾之前，將加速。他們會像臭蟲眼睛的鼴鼠男人一樣刮下和挖掘。你說災難。我說，他媽的是。,0,1,1,0,1
Jai Guru Deva om... Nothing's gonna change my world.,jai guru devaom ......沒有什麼會改變我的世界。,0,1,1,0,1
Err:520,呃：520,0,1,1,0,1
is rocking the casbah.,搖滾casbah。,0,1,1,0,1
HOUSE!,屋！,0,1,1,0,1
is updating her facebook status.,正在更新她的Facebook狀態。,0,1,1,0,1
is off to brunch!,早午餐了！,0,1,1,0,1
needs another project. needs more chain.,需要另一個項目。需要更多的鏈條。,0,1,1,0,1
"loves you, yeah yeah yeah.",愛你，是的，是的。,0,1,1,0,1
....curse this internet and//or computer. whichever one is currently sucking and screwing up facebook. screwing up everything!,....詛咒這個互聯網和//或計算機。無論哪一個目前正在吸吮和搞砸Facebook。搞砸了一切！,0,1,1,0,1
"is looking into her personality type. has the same as luke skywalker, gandhi, and adam sandler, among others. is pleased.",正在調查她的個性類型。與Luke Skywalker，Gandhi和Adam Sandler等相同。很高興。,0,1,1,0,1
sabrina the teenage witch is on! i haven't seen it in years! =D really takes me back...,Sabrina十幾歲的女巫正在開啟！多年來我沒見過它！ = D真的帶我回來......,0,1,1,0,1
"You are beautiful, sir. But I hope you're interesting, too. Do you read? Do you think about what you read? I specifically told the agency I wanted someone who thinks about what he reads.",先生，你很漂亮。但我希望你也有趣。你讀了嗎？你覺得你讀了什麼嗎？我專門告訴原子能機構我希望有人想到他讀的東西。,0,1,1,0,1
might as well be walkin on the sun,不妨在陽光下走動,0,1,1,0,1
"""the verdict falls like bachelors for bad-luck girls""",“判決就像糟糕的女孩的單身漢一樣”,0,1,1,0,1
"And if a ten-ton truck kills the both of us - to die by your side, well, the pleasure, the privilege is mine.",如果一輛十噸卡車殺死我們兩個人 - 在你身邊死亡，那麼，很高興，特權是我的。,0,1,1,0,1
finished the rough draft of my explication of The Mill.   *PROPNAME* is spectacular!,完成了我對磨坊的粗略草稿。 * Propname *是壯觀的！,0,1,1,0,1
"""It wasn't radioactive,"" the doctor said, ""it was a Brown Recluse spider."" ""Fuck that,"" I said, ""My spidey sense is tingling!"" ""That's nerve damage,"" he said.",“這不是放射性的，”醫生說：“這是一個棕色的recluse蜘蛛。” “他媽的，”我說，“我的蜘蛛俠是刺痛！” “那是神經損害，”他說。,0,1,1,0,1
the most interesting man in the world doesn't always eat soup. but when he does. he prefers cream of mushroom.,世界上最有趣的人並不總是吃湯。但是當他做的時候。他更喜歡蘑菇奶油。,0,1,1,0,1
hug a vegetarian day!,擁抱素食！,0,1,1,0,1
"I don't mean to seem disrespectful, officer. But god damn, I want like three of you.",我不是故意似乎不尊重，官員。但是上帝該死的，我想要三個人。,0,1,1,0,1
NEW SNL!,新的SNL！,0,1,1,0,1
i for one am loving the wind,我是一個人愛風,0,1,1,0,1
also just got back from seeing the Chief dance.,也剛從看到首席舞蹈。,0,1,1,0,1
needs something to do tomorrow//wednesday afternoon.. don't wana be around for fire code inspections.,明天需要做點什麼//星期三下午。,0,1,1,0,1
slept in like nobody's business today. makin biscuits.,今天沒有人的生意。 Makin餅乾。,0,1,1,0,1
is making the coolest bracelet ever.,正在製作最酷的手鐲。,0,1,1,0,1
"i've got troubled thoughts and the self esteem to match. what a catch, what a catch. -- the music video is delightful =]",我陷入困境和匹配的自尊。多麼捕捉，多麼捕捉。 - 音樂視頻是令人愉快的=],0,1,1,0,1
"check your time boy, check your time",檢查你的時間男孩，檢查你的時間,0,1,1,0,1
is *PROPNAME*. Yes!,是* probname *。是的！,0,1,1,0,1
is watching SNL =D,正在觀看snl = d,0,1,1,0,1
superfastinternet is beautiful.,超級紐特內特是美麗的。,0,1,1,0,1
"""Every generation had its socially-conscious youth: flappers, beatniks, hippies, punks... Today we have hipsters, but instead of contributing largely to a social cause, they're just a bunch of pretentious pricks.""",“每一代都有其社會意識的青年：撲滿者，毆打，嬉皮士，朋克......今天我們有趕時髦的人，而是在很大程度上為社會事業做出貢獻，他們只是一群自命不凡的刺。”,0,1,1,0,1
"nap, two classes, headed home.",午睡，兩堂課，回家。,0,1,1,0,1
"is just a teenage dirtbag, baby. Yeah I'm just a teenage dirtbag baby. Listen to Iron Maiden, baby, with me. Ooohoooooo.. =D",寶貝，只是一個十幾歲的燕子。是的，我只是一個十幾歲的燕子寶貝。聽熨少女，寶貝，和我在一起。 ooohoooooo .. = D,0,1,1,0,1
Truth and Beauty are wonderful words. But shrapnel is shrapnel. And at the end of the day I am alone with the things I have done.,真理和美麗是精彩的話語。但是彈片是彈片。在一天結束時，我獨自在我所做的事情上。,0,1,1,0,1
ordered a real winter coat today! It's been long overdue.,今天訂購了真正的冬季外套！它已經姍姍來遲了。,0,1,1,0,1
is anticipating tonight's Criminal Minds!,預計今晚的犯罪思想！,0,1,1,0,1
sophisticasherwood anderson,Sophistashood安德森,0,1,1,0,1
is watching Gossip Girl. This may mean I've failed to acquire taste.,正在看八卦女孩。這可能意味著我未能獲得品味。,0,0,0,1,0
MJ died :(,MJ死了:(,0,0,0,1,0
wants sleep,想要睡覺,0,0,0,1,0
is going to the lone star ruby conf. in August!,去了孤獨的明星紅寶石。在八月！,0,0,0,1,0
Salvador Dali's distorted clocks were inspired by melting cheese. I'll never eat a grilled cheese sandwich the same way again.,Salvador Dali的扭曲時鐘是通過熔化奶酪的啟發。我再也不會以同樣的方式吃烤奶酪三明治。,0,0,0,1,0
"I find it funny that I keep clicking on unfamiliar names and wondering ""When did I friend this person?"" and until I realize they got married.",我覺得我一直點擊陌生的名字，想知道“我是誰的朋友？”直到我意識到他們結婚了。,0,0,0,1,0
thinks ice is the best puppy treat ever,認為冰是有史以來最好的小狗,0,0,0,1,0
puppy training classes then UGA football weee,小狗訓練課程然後是UGA足球WEEE,0,0,0,1,0
wine + cheese + teebow's tears == fun,葡萄酒+奶酪+ Teebow's Tears ==有趣,0,0,0,1,0
enjoying the latest Imogen Heap album,享受最新的Imogen堆專輯,0,0,0,1,0
is in Atlanta,在亞特蘭大,0,0,0,1,0
spending a night with 9 IBM programmers feels like a chapter out of Microserfs.,用9個IBM程序員花了一個晚上，感覺像MicroSerf的章節。,0,0,0,1,0
will miss Stadler.,將錯過Stadler。,0,0,0,1,0
I :heart ruby,我：心紅皮,0,0,0,1,0
made spicy coconut soup mmm,製成辣椰子湯mmm,0,0,0,1,0
back in Austin,回到奧斯汀,0,0,0,1,0
just watched Back to the Future for the first time,剛剛第一次關注未來,0,0,0,1,0
argh y does everything need qualifications n not experience :(,argh y一切都需要資格n不經歷:(,0,0,0,0,1
gona miss u lots bojana :'(,GONA錯過了大鰹鳥：'（,0,0,0,0,1
is eating a yummy watermelon,正在吃一個美味的西瓜,0,0,0,0,1
"aww i dont feel 2 good, think i ate 2 much :S",噢，我不覺得2好，想我吃了2多：s,0,0,0,0,1
says y dont any1 take me 4 who i am :(,說y dont1帶我來4我是誰:(,0,0,0,0,1
hehe need 2 stop doin all the fb quizzes :),呵呵需要2秒鐘所有的fb測驗:),0,0,0,0,1
"hehe 'What I'm Listening to' is kinda working on my wall, 2 bad its a lil slow at updating :P",呵呵'我正在聽到'是有點在我的牆上工作，2糟糕在更新時慢慢慢：P,0,0,0,0,1
"we take life, we make life and now we must feast for the ones we love",我們養活生活，我們生命，現在我們必須為我們所愛的人盛宴,0,0,0,0,1
"we take life, we make life and now we must feast on the ones we love",我們要生命，我們生命，現在我們必須迎接我們所愛的人,0,0,0,0,1
"IM SOOOOO HAPPY ITS FINALLY HERE, ITS BEEN SOOOO LONG SINCE WE LAST HAD A STORM :) booo all my cams suck they dont work at night, wish i got that 2day now!!! :'(",我終於在這裡快樂，它已經太久了，因為我們持續了一場風暴：'（,0,0,0,0,1
im so fuckin pissed off,我如此他媽的生氣了,0,0,0,0,1
hmm this ice lolly tastes of strawberry n apple flavored coolant -.-,HMM這款冰棍味道的草莓N蘋果調味涼爽 -,0,0,0,0,1
hey any1 wana go2 the balcony next sat???,嘿any1 wana go2陽台下一個sat ???,0,0,0,0,1
:'(,：'（,0,0,0,0,1
lolz thx guys,lolz thx伙計們,0,0,0,0,1
lolz been so long since i logged on here :P,從這裡登錄後，Lolz已經很久了：P,0,0,0,0,1
might go n c motorhead live at the end of the month :),可能會在月底前直播n c摩托頭:),0,0,0,0,1
"aww im bak, but i wana go bak 2 reading :(",Aww im bak，但我是wana go bak 2閱讀:(,0,0,0,0,1
"cool we've got enough points on bejeweled 2 win the laptop, btw can i hav it if we do win :P",酷我們在bejeweled 2贏得筆記本電腦上有足夠的積分，如果我們贏了，我可以贏得它：p,0,0,0,0,1
"stupid avg, im gona get rid of u wen i upgrade 2 win7",愚蠢的avg，im gona擺脫了你的wen我升級2 win7,0,0,0,0,1
busy designing characters boo wheres steve wen u really need him :(,忙著設計角色噓聲史蒂夫文真的需要他:(,0,0,0,0,1
yay got my new laptop :) aww but now im pretty skint :(,yay get我的新筆記本電腦:)噢，但現在我很漂亮的雪石:(,0,0,0,0,1
Who needs Twitter when you have Facebook?,當你有Facebook時，誰需要推特？,1,0,1,1,1
New Guitar Hero = Freeeeeeeeebiiiiiiiiiird!,新吉他英雄= freeeeeeeebiiiiiiiiiird！,1,0,1,1,1
"4 publications in 10 years, yo I can divide// That's one every let's say two, two of them shits was due// One was - NAHHH, the other was in the Journal of Mathematics// That's a one hot publication every ten year average// And that's so - LAAAAAAAME!",4出版物在10年內，喲我可以劃分//每個讓我們說兩個，其中兩個人屎是因為 - Nahhh，另一個是每十年的一個熱門出版物平均//那就是如此 - laaaaaaame！,1,0,1,1,1
BET Awards tonight at 8,今晚下注獎項,1,0,1,1,1
"My personality spans, too numerous  A gentleman, intelligent, athletic, a thug and I'm humorous",我的個性跨越，太多的紳士，聰明，運動，一個暴徒，我很幽默,1,0,1,1,1
"*PROPNAME*, *PROPNAME*, and *PROPNAME*: 3 great men doing great things in 2009.",* provname *，* propname *，和* propname *：3偉大的人在2009年做偉大的事情。,1,0,1,1,1
Can Obama will the US to victory over Brazil Sunday?,奧巴馬可以美國星期天贏得巴西嗎？,1,0,1,1,1
"Ok, who wants to go to LA with me Tuesday for the MJ memorial service?",好的，週二想和我一起去洛杉磯的MJ紀念服務嗎？,1,0,1,1,1
"After 3 tracks of Illmatic in the car today, my grandma turns to me and says ""Turn off this noise and put on Michael Jackson!""  Priceless",在今天車裡3軌道之後，我的奶奶轉向我，並說“關掉這種噪音並穿上邁克爾杰克遜！”無價,1,0,1,1,1
lamborghini murcielago,Lamborghini Murcielago.,1,0,1,1,1
Off to Cornell for a week of probability.,關閉康奈爾一周的概率。,1,0,1,1,1
Goodbye *PROPNAME*.,再見* provname *。,1,0,1,1,1
