STATUS,STATUS_zh,cEXT,cNEU,cAGR,cCON,cOPN
"Luisa: Ah, it's not so much you, you were fat, you had your own problems. (To Rachel) But you? What a bitch!Rachel Green: What?!Monica Geller: Be that as it may, d'you think you could just help us out here on that monkey thing? Y'know, just for old times' sake? Go Bobcats?Luisa: I could... but I won't. If I find that monkey, he's mine. (Leaves)Phoebe Buffay: Dun-dun-duuuur! Sorry.[Cut to another part of the building. We see Marcel jump in through a window and run down some stairs, then Chandler and Joey come down from the upper floor without noticing.]Chandler Bing: Marcel?Joey Tribbiani: Marcel?Chandler Bing: Marcel?Joey Tribbiani: Marcel?(They come to a door and silently agree to try it. A very sweaty woman emerges)Woman No. 1: Hi, can I help you?(Chandler and Joey are dumbstruck for a moment)Chandler Bing: Um, we're kind of having an emergency and we-we were looking for something...Joey Tribbiani: A monkey.Chandler Bing: Yes have you seen any?",路易莎：啊，你不是那麼多，你很胖，你有自己的問題。 （對雷切爾）但是你？什麼是婊子！雷切爾綠色：什麼？！Monica Geller：就像它一樣，你認為你可以幫助我們在這裡的猴子的事情？ y'know，只是為了舊時的緣故？去Bobcats？Luisa：我可以......但我不會。如果我發現猴子，他是我的。 （葉子）Phoebe Buffay：Dun-Dun-Duuuur！對不起。[切到建築物的另一部分。我們看到馬塞爾跳進窗戶，然後跑下一些樓梯，然後錢德勒和喬伊在沒有註意到的情況下從上層來。]錢德勒Bing：Marcel？Joey Tribbiani：Marcel？Chandler Bing：Marcel？Joey Tribbiani：Marcel？（他們來到一扇門，默默地同意嘗試。一個非常出汗的女人出現了一個非常出汗的女人，女人第1歲緊急情況和我們 - 我們正在尋找一些東西......喬伊·········································伯格爾冰：你見過什麼？,1,1,1,0,1
"Joey Tribbiani: Her answer machine?Chandler Bing: No, interestingly enough her leaf blower picked up.Phoebe Buffay: So, uh, why didn't you say anything?Chandler Bing: Oh, no-no-no-no. Last time I left a spontaneous message I ended up using the phrase ""Yes indeedy-o.""Monica Geller: Look look! It's Rachel and Barry. No, don't everybody look at once!Ross Geller: Okay, okay, what's going on?Phoebe Buffay: Okay, they're just talking...Ross Geller: Yeah, well, does he look upset? Does he look like he was just told to shove anything?Phoebe Buffay: No, no actually, he's smiling.. and... Oh my God, don't do that!!Ross Geller: What? What? What?!",Joey Tribbiani：她的答案機器？錢德勒Bing：不，有趣的是，有趣的是她的葉子鼓風機挑選了。呃，呃，你為什麼不說什麼？錢德勒Bing：哦，沒有 - 沒有。上次我留下了一個自發的消息，我最終使用了這句話“是的，”是的。“Monica Geller：看起來！這是雷切爾和巴里。不，每個人都看一下！羅斯蓋勒：好的，好的，好的，發生了什麼？Phoebe Buffay：好的，他們只是說話......羅斯蓋勒：是的，好吧，他看起來很沮喪嗎？他看起來像是剛剛被告知要推動任何東西嗎？菲比·巴菲亞：不，沒有實際上，他微笑著......而且......哦，我的上帝，不要這樣做!!羅斯蓋勒：什麼？什麼？什麼？！,1,0,0,0,1
"Chandler Bing: Hey Rach!Monica Geller: How'd it go?Rachel Green: Y'know, it was, uh.. it was actually really great. He took me to lunch at the Russian Tea Room, and I had that chicken, where y'know you poke it and all the butter squirts out...Phoebe Buffay: Not a good day for birds...Rachel Green: Then we took a walk down to Bendall's, and I told him not to, but he got me a little bottle of Chanel...Ross Geller: That's nice... now, was that before or after you told him to stop calling, stop sending you flowers and to generally leave you alone, hmm?Rachel Green: Right,.. well,.. we never actually got to that... Oh, it was just so nice to see him again, y'know? It was comfortable, it was familiar... it was just nice!Ross Geller: That's, that's nice twice!",錢德勒Bing：嘿Rach！Monica Geller：它怎麼樣？Rachel Green：你知道，是，呃..這實際上真的很棒。他帶我去午餐，在俄羅斯茶館，我有那隻雞，你知道你戳了它，所有的黃油噴出...菲比·巴菲婭：不是鳥類的好日子......雷切爾綠色：然後我們散步到德德爾，我告訴他不去，但他給了我一個小瓶的香奈兒......羅斯蓋勒：那很好......現在，在你告訴他停止電話之前或之後，停止發送，停止發送你的花朵，一般留下你孤獨，嗯？雷切爾綠色：對。好吧..我們從來沒有這樣做......哦，再次見到他真的很高興，你知道？這很舒服，熟悉......這很好！羅斯蓋勒：那是，兩次很好！,1,0,1,1,0
"Chandler Bing: (on phone, reading from a script) Oh, Danielle! I wasn't expecting the machine... Give me a call when you get a chance. (Rattles some dishes) Bye-bye. (Hangs up.) Oh God!Monica Geller: That's what you've been working on for the past two hours?!Chandler Bing: Hey, I've been honing!Ross Geller: What was with the dishes?Chandler Bing: Oh, uh.. I want her to think I might be in a restaurant.. y'know? I might have some kind of life, like I haven't been sitting around here honing for the past few hours.Monica Geller: (looking out the window) Look look! He's doing it again, the guy with the telescope!Phoebe Buffay: Oh my God! (Walks to the window) Go away! (Gesturing.) Stop looking in here!Monica Geller: Great, now he's waving back.Joey Tribbiani: Man, we gotta do something about that guy. This morning, I caught him looking into our apartment. It creeps me out! I feel like I can't do stuff!",錢德勒Bing :(在電話上，從腳本閱讀）哦，丹妮爾！我沒想到這台機器......當你有機會時給我一個電話。 （搖晃著一些菜餚）再見。 （掛斷了。 ，呃..我希望她思考我可能是在一家餐館..你知道嗎？我可能有某種生活，就像我在這裡沒有坐在這裡的磨礪過去幾個小時。（望著窗外）看看！他再次這樣做，那個帶望遠鏡的傢伙！菲比巴菲婭：哦，我的上帝！ （走到窗外）走開！ （打手勢。）停止在這裡看！Monica Geller：偉大，現在他正在揮手.joey tribbiani：男人，我們得做一些關於那個人的事情。今天早上，我抓住了他看著我們的公寓。它爬了我！我覺得我不能做的東西！,0,1,1,0,1
"Barry: What's the matter?Rachel Green: Oh, it's just... Oh, Barry, this was not good.Barry: No, it was. It was very very good.Rachel Green: Well, what about Mindy?Barry: Oh, way, way better than Mindy.Rachel Green: No, not that, I mean, what about you and Mindy?Barry: Well, if you want, I'll justI'll just break it off with her.Rachel Green: No. No-no-no-no, no. I mean, don't do that. Not, I mean not for me.Bernice: (over intercom) Dr. Farber, Bobby Rush is here for his adjustment.Barry: (into intercom) Thanks, Bernice. (To Rachel) Let's go away this weekend.Rachel Green: Oh, Barry..! Come on, this is all way too..Barry: We can, we can go to Aruba! When I went there on what would have been our honeymoon, it was, uh... it was really nice. You would've liked it.(Pause as Rachel realises...)",巴里：這是怎麼回事？雷切爾綠色：哦，它只是......哦，巴里，這並不是好.Barry：不，它是。它非常好。格林綠色：嗯，這是什麼想法？巴里：哦，方式，方式比蒙黛的方式。格林：不，不是那個，我的意思是，你和心靈怎麼樣？巴里：好的，如果你想要的話，我會只是用她的方式打破它。rachel綠色：沒有。沒有 - 沒有，沒有。我的意思是，不要這樣做。不是，我的意思是不適合我.Bernice :(過度對講機）Farber博士，Bobby Rush在這裡進行調整.Barry :(進入對講機）謝謝，伯尼斯。 （到雷切爾）讓我們離開這個週末。格拉勒綠色：哦，巴里..！來吧，這也是如此..Barry：我們可以，我們可以去阿魯巴！當我去那兒時，我們的蜜月是什麼，它是，呃......真的很好。你會喜歡它。（暫停rachel意識到......）,1,1,1,0,0
"Barry: What's the matter?Rachel Green: Oh, it's just... Oh, Barry, this was not good.Barry: No, it was. It was very very good.Rachel Green: Well, what about Mindy?Barry: Oh, way, way better than Mindy.Rachel Green: No, not that, I mean, what about you and Mindy?Barry: Well, if you want, I'll justI'll just break it off with her.Rachel Green: No. No-no-no-no, no. I mean, don't do that. Not, I mean not for me.Bernice: (over intercom) Dr. Farber, Bobby Rush is here for his adjustment.Barry: (into intercom) Thanks, Bernice. (To Rachel) Let's go away this weekend.Rachel Green: Oh, Barry..! Come on, this is all way too..Barry: We can, we can go to Aruba! When I went there on what would have been our honeymoon, it was, uh... it was really nice. You would've liked it.(Pause as Rachel realises...)",巴里：這是怎麼回事？雷切爾綠色：哦，它只是......哦，巴里，這並不是好.Barry：不，它是。它非常好。格林綠色：嗯，這是什麼想法？巴里：哦，方式，方式比蒙黛的方式。格林：不，不是那個，我的意思是，你和心靈怎麼樣？巴里：好的，如果你想要的話，我會只是用她的方式打破它。rachel綠色：沒有。沒有 - 沒有，沒有。我的意思是，不要這樣做。不是，我的意思是不適合我.Bernice :(過度對講機）Farber博士，Bobby Rush在這裡進行調整.Barry :(進入對講機）謝謝，伯尼斯。 （到雷切爾）讓我們離開這個週末。格拉勒綠色：哦，巴里..！來吧，這也是如此..Barry：我們可以，我們可以去阿魯巴！當我去那兒時，我們的蜜月是什麼，它是，呃......真的很好。你會喜歡它。（暫停rachel意識到......）,1,0,1,0,1
"Rachel Green: Get down?Chandler Bing: ...And boogie!Rachel Green: Thanks, but I gotta go to work and get my eyes scratched out by Mindy.Monica Geller: Relax. Y'know, she may not even know.Rachel Green: Please. I haven't heard from her in seven months, and now she calls me? I mean, what else is it about? Oh! She was my best friend, you guys! We went to camp together... she taught me how to kiss..Joey Tribbiani: (intrigued) Yeah?Rachel Green: And now, y'know, I'm like... I'm like the other woman! I feel so..Joey Tribbiani: ..Naughty!Rachel Green: Right, I'll see you guys later...Joey Tribbiani: Oh, hold up, I'll walk out with you. Now, Rach, when she taught you to kiss, you were at camp, and.. were you wearing any kinda little uniform, or- (Rachel exits and slams the door in his face.) That's fine, yeah...(Joey exits.)",雷切爾綠色：下降？錢德勒Bing：......和布吉！雷切爾綠色：謝謝，但我得去上班，讓我的眼睛被Mindy.monica Geller劃傷：放鬆。 y'know，她甚至可能都不知道。綠色：拜託。七個月我沒有收到她的消息，現在她叫我？我的意思是，它還有什麼？哦！她是我最好的朋友，你們！我們一起去營地......她教會了我如何吻......joey tribbiani :(有趣的）是的？雷切爾綠色：現在，y'know，我喜歡......我就像其他女人一樣！我覺得如此...... Joey Tribbiani：..耐候！雷切爾綠色：對，我以後見到你們...... Joey Tribbiani：哦，抱緊，我會和你一起走路。現在，當她教會你吻時，你在營地，你在營地，你穿著任何小的製服，退出。）,0,1,0,1,0
Monica Geller: Brrrrrrr!(Chandler clutches at his phone before realising.)Chandler Bing: Hell is filled with people like you.Joey Tribbiani: (entering) He's back! The peeper's back!(Rachel enters from her room.)Joey Tribbiani: (ducking) Get down!Rachel Green: Get down?Chandler Bing: ...And boogie!,Monica Geller：BRRRRRRR！（在實現之前，在他的手機上的Chandler離合器。）Chandler Bing：地獄充滿了像你這樣的人.Joey Tribbiani :(進入）他回來了！偷窺者的背部！（Rachel從她的房間裡進入。）Joey Tribbiani :(躲避）下來！Rachel Green：下來？錢德勒Bing：......和Boogie！,0,0,1,0,1
"Ross Geller: Four letters: ""Circle or hoop"".Chandler Bing: Ring dammit, ring!Ross Geller: Thanks.Joey Tribbiani: (entering) Hey, you know our phone's not working?Chandler Bing: What?!Joey Tribbiani: I tried to call you from the coffee shop, and there was no answer.Chandler Bing: (investigating) I turned it off. Mother of God, I turned it off!Monica Geller: Just like you told her you did! (Chandler glares at her.) ... Just pointing out the irony.Joey Tribbiani: Hey, so listen, I went across the street and talked to the doorman- I got the peeper's name! Can I use the phone?Chandler Bing: Nngghhh!!!!!!!",羅斯蓋勒：四個字母：“圓圈或箍”.Chandler bing：戒指塞米特，戒指！ross geller：謝謝.joey tribbiani :(進入）嘿，你知道我們的手機不工作嗎？？錢德勒Bing：什麼？！Joey Tribbiani：我試圖從咖啡店打電話，沒有答案.Chandler Bing :(調查）我把它關掉了。上帝的母親，我把它關掉了！Monica Geller：就像你告訴她你做過！ （錢德勒在她身上瞪著耀眼。我可以使用手機嗎？錢德勒Bing：NNGHHH !!!!!!!,1,1,1,1,1
"Ross Geller: Four letters: ""Circle or hoop"".Chandler Bing: Ring dammit, ring!Ross Geller: Thanks.Joey Tribbiani: (entering) Hey, you know our phone's not working?Chandler Bing: What?!Joey Tribbiani: I tried to call you from the coffee shop, and there was no answer.Chandler Bing: (investigating) I turned it off. Mother of God, I turned it off!Monica Geller: Just like you told her you did! (Chandler glares at her.) ... Just pointing out the irony.Joey Tribbiani: Hey, so listen, I went across the street and talked to the doorman- I got the peeper's name! Can I use the phone?Chandler Bing: Nngghhh!!!!!!!Joey Tribbiani: (to Monica) Can I use your phone? (On phone) Yeah, the number for a Sidney Marks, please.Ross Geller: ""Heating device.""Phoebe Buffay: Radiator.Ross Geller: Five letters.Phoebe Buffay: Rdtor.Joey Tribbiani: (on phone) Yeah, is Sidney there? (Listens) Oh, this is? (To the gang) Sidney's a woman.Monica Geller: So she's a woman! So what?Joey Tribbiani: Yeah. Yeah, so what? (On phone) Look, I live across the street, (walking to the window) and I know all about you and your little telescope, and I don't appreciate it, okay? (Listens) Yeah, I can see you right now! (Listens) Hello! (Listens) If I wanna walk around my apartment in my underwear, I shouldn't have to feel like(Listens)Thank you, but... that's not really the point... (Listens) The point is that... (Listens) Mostly free weights, but occasionally..",羅斯蓋勒：四個字母：“圓圈或箍”.Chandler bing：戒指塞米特，戒指！ross geller：謝謝.joey tribbiani :(進入）嘿，你知道我們的手機不工作嗎？？錢德勒Bing：什麼？！Joey Tribbiani：我試圖從咖啡店打電話，沒有答案.Chandler Bing :(調查）我把它關掉了。上帝的母親，我把它關掉了！Monica Geller：就像你告訴她你做過！ （錢德勒在她身上瞪著耀眼。我可以使用手機嗎？錢德勒Bing：NNGHHH !!!!!!!喬伊························尼斯:(給Monica）我可以用你的手機嗎？ （在電話上）是的，Sidney Marks的號碼，請羅斯蓋爾：“加熱裝置。”Phoebe Buffay：散熱器。羅斯蓋爾：五個字母那裡？ （聽）哦，這是？ （對團伙）Sidney的一個女人。那麼她是一個女人！那麼什麼？喬伊·喬比亞尼：是的。是的，所以是什麼？ （在電話）看，我住在街上，（走到窗邊），我知道你和你的小望遠鏡，我不欣賞它，好嗎？ （聽）是的，我現在可以見到你！ （聽）你好！ （聽）如果我想在我的內衣散步，我不應該覺得（聽）謝謝你，但是......這不是真的......（聽）這一點是...... （聽）主要是自由重量，但偶爾..,0,1,0,1,0
"Ross Geller: ""Heating device.""Phoebe Buffay: Radiator.Ross Geller: Five letters.Phoebe Buffay: Rdtor.Joey Tribbiani: (on phone) Yeah, is Sidney there? (Listens) Oh, this is? (To the gang) Sidney's a woman.Monica Geller: So she's a woman! So what?Joey Tribbiani: Yeah. Yeah, so what? (On phone) Look, I live across the street, (walking to the window) and I know all about you and your little telescope, and I don't appreciate it, okay? (Listens) Yeah, I can see you right now! (Listens) Hello! (Listens) If I wanna walk around my apartment in my underwear, I shouldn't have to feel like(Listens)Thank you, but... that's not really the point... (Listens) The point is that... (Listens) Mostly free weights, but occasionally..",羅斯蓋勒：“加熱裝置。”Phoebe Buffay：散熱器。羅斯蓋爾：五個字母（聽）哦，這是？ （對團伙）Sidney的一個女人。那麼她是一個女人！那麼什麼？喬伊·喬比亞尼：是的。是的，所以是什麼？ （在電話）看，我住在街上，（走到窗邊），我知道你和你的小望遠鏡，我不欣賞它，好嗎？ （聽）是的，我現在可以見到你！ （聽）你好！ （聽）如果我想在我的內衣散步，我不應該覺得（聽）謝謝你，但是......這不是真的......（聽）這一點是...... （聽）主要是自由重量，但偶爾..,1,1,1,0,1
"Joey Tribbiani: All right, I'll give you this, Mr. Peanut is a better dresser. I mean he's got the monocle, he's got the top hat...Phoebe Buffay: You know he's gay?Ross Geller: I just wanna clarify this: are you outing Mr. Peanut?Danielle: (entering) Chandler?Chandler Bing: Danielle! Hi! Uh- everybody, this is Danielle, Danielle, everybody.All: Hi. Hi.Chandler Bing: What are you doing here?Danielle: Well, I've been calling you, but it turns out I had your number wrong. And when I finally got the right one from Information, there was no answer. So I thought I'd just come down here, and make sure you were okay.Chandler Bing: ...I'm, I'm okay.Danielle: Listen uh, maybe we could get together later?Chandler Bing: That sounds good. I'll call you- or you call me, whatever...Danielle: You got it.Chandler Bing: Okay.Danielle: G'bye, everybody.",Joey Tribbiani：好的，我會給你這個，花生先生是一個更好的梳妝台。我的意思是他有單片機，他有熱門帽子...... Phoebe Buffay：你知道他是同性戀者嗎？羅斯蓋勒：我只是想澄清一下：你是郊遊花生先生嗎？丹妮爾:(進入）錢德勒？錢德勒Bing：Danielle ！你好！呃 - 每個人，這是Danielle，Danielle，Everybody.all：嗨。 HI.CHANDLER BING：你在這做什麼？Danielle：好吧，我一直在叫你，但事實證明我的號碼錯了。當我終於從信息中獲得了正確的時候，沒有答案。所以我以為我剛剛來到這裡，並確保你沒事。好的。我會打電話給你 - 或者你打電話給我，無論如何...... Danielle：你有它。丁當Bing：Okay.Danielle：G'Bye，每個人。,0,1,0,1,0
"Phoebe Buffay: Doing it on this table. (points at the table)Chandler Bing: Wow!Joey Tribbiani: Exellent dream score.Ross Geller: Why, why, why would you dream that?Chandler Bing: More importantly, was I any good?Rachel Green: Well, you were pretty damn good.Chandler Bing: Interesting, cause in my dreams, I'm allways surprisingly inadequate. (Monica pats him on his lap)",Phoebe Buffay：在這張表上做到這一點。 （在桌上點）Chandler Bing：哇！Joey Tribbiani：Exellent Dream Score.ross Geller：為什麼，為什麼，為什麼你夢想那個？錢德勒Bing：更重要的是，我有什麼好的嗎？雷切爾綠色：嗯，你很漂亮該死的。冰人Bing：有趣，導致我的夢想，我總是令人驚訝的是。 （莫妮卡拍了他的膝蓋）,0,0,0,0,1
"Monica Geller: Tell him.Rachel Green: No.Phoebe Buffay: Tell him, tell him.Monica Geller: Just...please tell him.Rachel Green: Shut up!Chandler Bing: Tell me what?Monica Geller: Look at you, you won't even look at him.Chandler Bing: (sarcastically) Oh, come on tell me. I could use another reason why women won't look at me.Rachel Green: All right, all right, all right. Last night, I had a dream that, uh, you and I, were...Phoebe Buffay: Doing it on this table. (points at the table)Chandler Bing: Wow!Joey Tribbiani: Exellent dream score.Ross Geller: Why, why, why would you dream that?Chandler Bing: More importantly, was I any good?Rachel Green: Well, you were pretty damn good.Chandler Bing: Interesting, cause in my dreams, I'm allways surprisingly inadequate. (Monica pats him on his lap)",Monica Geller：告訴他。Green：No.Pphoebe Buffay：告訴他。告訴他。剛剛......請告訴他。請告訴他。rachel綠色：閉嘴！錢德勒bing：告訴我什麼？Monica geller：看看你，你甚至不會看他。丁酒:(諷刺地）哦，來告訴我。我可以使用別人的另一個原因，為什麼女人不會看我。綠色：好的，好的，好的。昨晚，我有一個夢想，呃，你和我，是... Phoebe Buffay：在這張桌子上做到這一點。 （在桌上點）Chandler Bing：哇！Joey Tribbiani：Exellent Dream Score.ross Geller：為什麼，為什麼，為什麼你夢想那個？錢德勒Bing：更重要的是，我有什麼好的嗎？雷切爾綠色：嗯，你很漂亮該死的。冰人Bing：有趣，導致我的夢想，我總是令人驚訝的是。 （莫妮卡拍了他的膝蓋）,0,0,0,0,0
"Monica Geller: Tell him.Rachel Green: No.Phoebe Buffay: Tell him, tell him.Monica Geller: Just...please tell him.Rachel Green: Shut up!Chandler Bing: Tell me what?Monica Geller: Look at you, you won't even look at him.",Monica Geller：告訴他。Green：No.Pphoebe Buffay：告訴他。告訴他。剛剛......請告訴他。請告訴他。rachel綠色：閉嘴！錢德勒bing：告訴我什麼？Monica geller：看看你，你甚至不會看他。,0,0,1,1,1
"Chandler Bing: Well, my secretary is gonna be out for a couple of weeks. She is having one of her boobs redused. (Ross looks at her.) It's a whole big boob story.Phoebe Buffay: I could be a secretary.Chandler Bing: Well, you know Phoebs. I don't know if it's your kinda thing, because it involves a lot of being normal. For a large portion of the day.Phoebe Buffay: I could do that.(Ross's beeper goes off)Rachel Green: What are you playing with?Ross Geller: Oh, it's my new beeper.Joey Tribbiani: What the hell does a paleontologist need a beeper for?Monica Geller: Is it like for dinosaur emergencies. 'Help, come quick, they're still extinct.'Ross Geller: No, it's for when Carol goes into labor. She can get me wherever I am. I mean, all she has to do is to dial 55-JIMBO.",錢德勒冰：嗯，我的秘書會出去幾週。她有一個胸部被凍結了。 （羅斯看著她我不知道它是否是你有點的東西，因為它涉及很多正常。對於一大部分的Day.phoebe Buffay：我可以做到這一點。需要一個蜂鳴器？Monica Geller：牠喜歡恐龍緊急情況。 “幫助，快速來，他們仍然是滅絕的。”羅斯蓋爾：不，這是因為卡羅爾進入勞動時。無論我在哪裡，她都可以讓我。我的意思是，她所要做的就是撥打55-jimbo。,1,0,0,0,1
"Chandler Bing: Can you hear that?Phoebe Buffay: (plays with a thumbtack remover) Yeah?Chandler Bing: See that'll stop when you pick up the phone.Phoebe Buffay: Oh. Uh, I'm on. (picks up the phone)Phoebe Buffay: (with a deep voice) Mr. Bing's office. (Listens) No I'm sorry, he's in a meeting right now.Chandler Bing: I'm not in a meeting. I'm right... Whoops.Phoebe Buffay: Will he know what this is in reference to? (Listens) And he has your number? (Listens) All right, I'll see that he gets the message. Bye bye.Chandler Bing: What?Phoebe Buffay: Ross says hi.Chandler Bing: Ah!Phoebe Buffay: This is so fun. All right, what do we do now?Chandler Bing: Well, now, I actually have to get to work.Phoebe Buffay: Most likely. (raises and goes toward the door) Okay, I'm gonna be out there.Chandler Bing: Okay.",錢德勒Bing：你能聽到這個嗎？Phoebe Buffay :(用圖釘攪拌器播放）是的？錢德勒Bing：在你拿起電話時看到它會停下來。呃，我在。 （拿起電話）Phoebe Buffay :(帶有深刻的聲音）Bing的辦公室先生。 （聽）不，我很抱歉，他現在就在一次會議上.Chandler Bing：我不是在會議上。我是對的...吶喊.Hphoebe Buffay：他會知道這是什麼嗎？ （聽）他有你的號碼？ （聽）好的，我會看到他收到消息。 Bye Bye.Chandler Bing：什麼？Phoebe Buffay：Ross說嗨。Chandler Bing：啊！Phoebe Buffay：這太有趣了。好吧，我們現在做了什麼？錢德勒Bing：嗯，現在，我實際上必須到達Work.phoebe Buffay：最有可能。 （抬起並走向門）好的，我要出去。丁當Bing：好的。,1,1,0,0,0
"Monica Geller: What we did was wrong. Oh god, I just had sex with somebody that wasn't alive during the Bicentennial.Ethan: I just had sex.Monica Geller: Ethan, focus. How could you not tell me?Ethan: Well, you never told me how old you were.Monica Geller: Well, that's different. My lie didn't make one of us a felon in 48 states. What were you thinking?Ethan: I wasn't thinking. I was too busy fallin'...Monica Geller: Don't say it. (closes Ethan's mouth with her hand)",Monica Geller：我們所做的就是錯的。哦，上帝，我剛與在雙方期間沒有活著的人發生性關係。斯坦：我剛剛發生了性愛。你怎麼不能告訴我？ethan：好吧，你從來沒有告訴過我你是多大的.monica geller：嗯，這是不同的。我的謊言沒有在48個州的一些州。你在想什麼？ethan：我沒想到。我太忙了瀑布...... Monica Geller：不要說。 （用手關閉Ethan的嘴）,1,0,0,1,0
"Ross Geller: Was there...uh, huh, huh, huh... andybody, anybody else there.Rachel Green: No.Ross Geller: You're sure? Nobody uh, handed out uh, mints or anything?Rachel Green: No, it was just the three of us.Ross Geller: Huh!Joey Tribbiani: So, tell me. Was it like you and Chandler, and then you and me, or you and me and Chandler?Rachel Green: (laughs) You know what?Joey Tribbiani: What?",羅斯蓋勒：在那裡......呃，呵呵，呵呵...安德別，任何人都在那裡。格林：羅斯蓋勒：你確定嗎？沒有人呃，發出呃，薄荷或任何東西？雷切爾綠色：不，這只是我們的三個。羅斯蓋勒：嗯！喬伊·喬布尼亞尼：所以，告訴我。牠喜歡你和錢德勒，然後你和我，或者你和我和錢德勒？雷切爾綠色:(笑）你知道嗎？Joey Tribbiani：什麼？,0,1,1,0,1
"Ross Geller: (on phone) Okay, Andr should be there in like 45 minutes. All rightie, bye bye. (to Phoebe) Just easier that way.Chandler Bing: Oh, come on. You told me about the last dream.Rachel Green: No, forget it.Chandler Bing: Oh, why not. Was I doing anything particularly... saucy?Rachel Green: All right, fine. Um, you were not the only one there. (Camera fades to Ross, who's listening very carefully) Joey was there too.Joey Tribbiani: All right. (Moves closer.)Ross Geller: Was there...uh, huh, huh, huh... andybody, anybody else there.Rachel Green: No.Ross Geller: You're sure? Nobody uh, handed out uh, mints or anything?Rachel Green: No, it was just the three of us.Ross Geller: Huh!Joey Tribbiani: So, tell me. Was it like you and Chandler, and then you and me, or you and me and Chandler?Rachel Green: (laughs) You know what?Joey Tribbiani: What?Rachel Green: There were times when it wasn't even me.(Chandler and Joey laughs, until they look at each other then recoil in horror.)Phoebe Buffay: That is so sweet, you guys. (hugs them)(Monica enters, wearing a walkman, so she doesn't hear what the others say)Phoebe, Ross, Rachel: Hey, Mon.Rachel Green: Mon, Ethan called again. Mon?All: (shouting) Mon!(Monica takes of her walkman)Monica Geller: What?Rachel Green: Ethan called again.Monica Geller: Oh.Ross Geller: Are you not seeing him anymore?Monica Geller: No. You know, sometimes just things doesn't work out.Chandler Bing: And this has nothing to do with the fact that he needs a note to get out of gym.(Monica stares at Rachel)Rachel Green: I, I didn't say any... I sw... I did not say anything, I swear. He stopped by.",羅斯蓋勒:(在電話上）好的，Andr應該像45分鐘一樣。所有右邊，再見。 （到Phoebe）只是更容易那麼替。博德勒Bing：哦，來吧。你告訴我關於最後一個夢想.Rachel Green：不，忘記它。貝蘭德勒Bing：哦，為什麼不。我做了什麼特別的事情...... Saucy？雷切爾綠色：好的，好。嗯，你不是那裡唯一的一個。 （相機消失在羅斯，誰在仔細聆聽）Joey也在那裡。Joey Tribbiani：好的。 （越來越近。沒有人呃，發出呃，薄荷或任何東西？雷切爾綠色：不，這只是我們的三個。羅斯蓋勒：嗯！喬伊·喬布尼亞尼：所以，告訴我。牠喜歡你和錢德勒，然後你和我，或者你和我和錢德勒？雷切爾綠色:(笑）你知道什麼？Joey Tribbiani：什麼？Rachel Green：甚至沒有我的時候有時代Chandler和Joey笑了，直到他們看著對方，然後在恐怖中反沖。）Phoebe Buffay：那太甜蜜了，你們。 （擁抱他們）（莫妮卡進入，穿著一個人走路，所以她沒有聽到其他人說的）菲比，羅斯，雷切爾：嘿，孟謝綠色：週一，ethan再次打電話。星期一：（喊叫）Mon！（Monica帶走了她的Walkman）Monica Geller：什麼？雷切爾綠色：ethan再次打電話.Monica Geller：Oh.ross Geller：你不再見到他了嗎？Monica Geller：不知道，有時只是事物不起作用。漢德勒Bing：這與他需要一個紙條脫離健身房的事實無關。（莫妮卡盯著雷切爾）雷切爾綠色：我，我沒有說......我是......我沒有說什麼，我發誓。他停了下來。,1,0,1,1,1
"Rachel Green: Mon, Ethan called again. Mon?All: (shouting) Mon!(Monica takes of her walkman)Monica Geller: What?Rachel Green: Ethan called again.Monica Geller: Oh.Ross Geller: Are you not seeing him anymore?Monica Geller: No. You know, sometimes just things doesn't work out.Chandler Bing: And this has nothing to do with the fact that he needs a note to get out of gym.(Monica stares at Rachel)Rachel Green: I, I didn't say any... I sw... I did not say anything, I swear. He stopped by.Joey Tribbiani: Listen, the next time you talk to him, can you ask him which one the strongest Power Ranger is?(Ross and Chandler laughs)Ross Geller: Oh, yeah.Monica Geller: Ha,ha, ha, oh my life is just so amusing. Could we drop it now?Chandler, Joey, Ross: Sorry.Ross Geller: It's morphin time!",雷切爾綠色：週一，Ethan再次打電話。星期一：（喊叫）Mon！（Monica帶走了她的Walkman）Monica Geller：什麼？雷切爾綠色：ethan再次打電話.Monica Geller：Oh.ross Geller：你不再見到他了嗎？Monica Geller：不知道，有時只是事物不起作用。漢德勒Bing：這與他需要一個紙條脫離健身房的事實無關。（莫妮卡盯著雷切爾）雷切爾綠色：我，我沒有說......我是......我沒有說什麼，我發誓。他停止了.joey tribbiani：聽，下次你和他說話，你能問他哪一個最強大的力量遊俠？（羅斯和錢德勒笑）羅斯蓋勒：哦，yeah.monica geller：哈，哈，哈，哦，我的生活就是如此有趣。我們現在可以放棄嗎？錢德勒，喬伊，羅斯：抱歉。羅斯蓋勒：這是嗎啡的時間！,0,1,1,1,1
